family,candidate_id,reference_type,cutoff,engine_id,segment_id,start_cycle,end_cycle,run_length,start_rul,end_rul,start_region,end_region,start_lead_cycles,end_lead_cycles,maximum_score_in_run,mean_score_in_run
lof,lof_k50,engine_balanced,0.975,11,0,170,175,6,70.0,65.0,middle,middle,70,65,0.9907407407407408,0.9853395061728394
lof,lof_k50,engine_balanced,0.975,11,0,178,179,2,62.0,61.0,middle,middle,62,61,0.9976851851851852,0.994212962962963
lof,lof_k50,engine_balanced,0.975,11,0,181,240,60,59.0,0.0,middle,near_failure,59,0,1.0,0.999537037037037
lof,lof_k50,engine_balanced,0.975,13,0,5,5,1,158.0,158.0,healthy,healthy,158,158,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,13,0,92,92,1,71.0,71.0,middle,middle,71,71,0.9907407407407408,0.9907407407407408
lof,lof_k50,engine_balanced,0.975,13,0,95,95,1,68.0,68.0,middle,middle,68,68,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,13,0,104,104,1,59.0,59.0,middle,middle,59,59,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,13,0,106,107,2,57.0,56.0,middle,middle,57,56,0.9930555555555556,0.9872685185185186
lof,lof_k50,engine_balanced,0.975,13,0,109,112,4,54.0,51.0,middle,middle,54,51,0.9976851851851852,0.9953703703703703
lof,lof_k50,engine_balanced,0.975,13,0,114,163,50,49.0,0.0,middle,near_failure,49,0,1.0,0.9992592592592593
lof,lof_k50,engine_balanced,0.975,16,0,7,7,1,202.0,202.0,healthy,healthy,202,202,0.9930555555555556,0.9930555555555556
lof,lof_k50,engine_balanced,0.975,16,0,17,17,1,192.0,192.0,healthy,healthy,192,192,0.9814814814814816,0.9814814814814816
lof,lof_k50,engine_balanced,0.975,16,0,28,28,1,181.0,181.0,healthy,healthy,181,181,0.9837962962962964,0.9837962962962964
lof,lof_k50,engine_balanced,0.975,16,0,73,73,1,136.0,136.0,healthy,healthy,136,136,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,16,0,78,78,1,131.0,131.0,healthy,healthy,131,131,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,16,0,83,83,1,126.0,126.0,healthy,healthy,126,126,0.9907407407407408,0.9907407407407408
lof,lof_k50,engine_balanced,0.975,16,0,88,88,1,121.0,121.0,middle,middle,121,121,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,16,0,97,97,1,112.0,112.0,middle,middle,112,112,0.9791666666666666,0.9791666666666666
lof,lof_k50,engine_balanced,0.975,16,0,104,105,2,105.0,104.0,middle,middle,105,104,0.9976851851851852,0.9884259259259259
lof,lof_k50,engine_balanced,0.975,16,0,112,112,1,97.0,97.0,middle,middle,97,97,0.9791666666666666,0.9791666666666666
lof,lof_k50,engine_balanced,0.975,16,0,116,117,2,93.0,92.0,middle,middle,93,92,0.9976851851851852,0.9953703703703705
lof,lof_k50,engine_balanced,0.975,16,0,120,122,3,89.0,87.0,middle,middle,89,87,0.9976851851851852,0.9953703703703703
lof,lof_k50,engine_balanced,0.975,16,0,124,124,1,85.0,85.0,middle,middle,85,85,0.9791666666666666,0.9791666666666666
lof,lof_k50,engine_balanced,0.975,16,0,128,129,2,81.0,80.0,middle,middle,81,80,0.9976851851851852,0.9884259259259259
lof,lof_k50,engine_balanced,0.975,16,0,131,133,3,78.0,76.0,middle,middle,78,76,1.0,0.9992283950617283
lof,lof_k50,engine_balanced,0.975,16,0,135,143,9,74.0,66.0,middle,middle,74,66,1.0,0.9938271604938271
lof,lof_k50,engine_balanced,0.975,16,0,146,151,6,63.0,58.0,middle,middle,63,58,1.0,0.995756172839506
lof,lof_k50,engine_balanced,0.975,16,0,154,154,1,55.0,55.0,middle,middle,55,55,1.0,1.0
lof,lof_k50,engine_balanced,0.975,16,0,156,209,54,53.0,0.0,middle,near_failure,53,0,1.0,0.9993998628257886
lof,lof_k50,engine_balanced,0.975,27,0,52,52,1,104.0,104.0,middle,middle,104,104,0.9907407407407408,0.9907407407407408
lof,lof_k50,engine_balanced,0.975,27,0,80,80,1,76.0,76.0,middle,middle,76,76,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,27,0,82,82,1,74.0,74.0,middle,middle,74,74,0.9837962962962964,0.9837962962962964
lof,lof_k50,engine_balanced,0.975,27,0,85,85,1,71.0,71.0,middle,middle,71,71,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,27,0,92,92,1,64.0,64.0,middle,middle,64,64,0.9791666666666666,0.9791666666666666
lof,lof_k50,engine_balanced,0.975,27,0,94,99,6,62.0,57.0,middle,middle,62,57,0.9976851851851852,0.9945987654320988
lof,lof_k50,engine_balanced,0.975,27,0,102,103,2,54.0,53.0,middle,middle,54,53,0.9976851851851852,0.9976851851851852
lof,lof_k50,engine_balanced,0.975,27,0,105,107,3,51.0,49.0,middle,middle,51,49,1.0,0.9915123456790124
lof,lof_k50,engine_balanced,0.975,27,0,109,156,48,47.0,0.0,middle,near_failure,47,0,1.0,0.999951774691358
lof,lof_k50,engine_balanced,0.975,31,0,10,10,1,224.0,224.0,healthy,healthy,224,224,0.9791666666666666,0.9791666666666666
lof,lof_k50,engine_balanced,0.975,31,0,48,48,1,186.0,186.0,healthy,healthy,186,186,0.9837962962962964,0.9837962962962964
lof,lof_k50,engine_balanced,0.975,31,0,75,75,1,159.0,159.0,healthy,healthy,159,159,0.9930555555555556,0.9930555555555556
lof,lof_k50,engine_balanced,0.975,31,0,92,92,1,142.0,142.0,healthy,healthy,142,142,0.976851851851852,0.976851851851852
lof,lof_k50,engine_balanced,0.975,31,0,126,126,1,108.0,108.0,middle,middle,108,108,0.9791666666666666,0.9791666666666666
lof,lof_k50,engine_balanced,0.975,31,0,135,135,1,99.0,99.0,middle,middle,99,99,0.9976851851851852,0.9976851851851852
lof,lof_k50,engine_balanced,0.975,31,0,167,167,1,67.0,67.0,middle,middle,67,67,0.9930555555555556,0.9930555555555556
lof,lof_k50,engine_balanced,0.975,31,0,176,176,1,58.0,58.0,middle,middle,58,58,0.976851851851852,0.976851851851852
lof,lof_k50,engine_balanced,0.975,31,0,198,234,37,36.0,0.0,middle,near_failure,36,0,1.0,0.9979979979979979
lof,lof_k50,engine_balanced,0.975,34,0,25,25,1,170.0,170.0,healthy,healthy,170,170,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,34,0,93,93,1,102.0,102.0,middle,middle,102,102,0.9976851851851852,0.9976851851851852
lof,lof_k50,engine_balanced,0.975,34,0,121,137,17,74.0,58.0,middle,middle,74,58,1.0,0.9931917211328977
lof,lof_k50,engine_balanced,0.975,34,0,139,195,57,56.0,0.0,middle,near_failure,56,0,1.0,1.0
lof,lof_k50,engine_balanced,0.975,40,0,39,39,1,149.0,149.0,healthy,healthy,149,149,0.9791666666666666,0.9791666666666666
lof,lof_k50,engine_balanced,0.975,40,0,68,69,2,120.0,119.0,middle,middle,120,119,0.9837962962962964,0.9814814814814815
lof,lof_k50,engine_balanced,0.975,40,0,81,81,1,107.0,107.0,middle,middle,107,107,0.9791666666666666,0.9791666666666666
lof,lof_k50,engine_balanced,0.975,40,0,86,87,2,102.0,101.0,middle,middle,102,101,0.9976851851851852,0.994212962962963
lof,lof_k50,engine_balanced,0.975,40,0,95,95,1,93.0,93.0,middle,middle,93,93,0.9930555555555556,0.9930555555555556
lof,lof_k50,engine_balanced,0.975,40,0,98,98,1,90.0,90.0,middle,middle,90,90,0.9907407407407408,0.9907407407407408
lof,lof_k50,engine_balanced,0.975,40,0,102,102,1,86.0,86.0,middle,middle,86,86,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,40,0,106,108,3,82.0,80.0,middle,middle,82,80,0.9976851851851852,0.9930555555555557
lof,lof_k50,engine_balanced,0.975,40,0,110,110,1,78.0,78.0,middle,middle,78,78,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,40,0,114,114,1,74.0,74.0,middle,middle,74,74,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,40,0,116,122,7,72.0,66.0,middle,middle,72,66,1.0,0.9927248677248678
lof,lof_k50,engine_balanced,0.975,40,0,124,188,65,64.0,0.0,middle,near_failure,64,0,1.0,0.999074074074074
lof,lof_k50,engine_balanced,0.975,41,0,68,68,1,148.0,148.0,healthy,healthy,148,148,0.9837962962962964,0.9837962962962964
lof,lof_k50,engine_balanced,0.975,41,0,75,75,1,141.0,141.0,healthy,healthy,141,141,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,41,0,84,84,1,132.0,132.0,healthy,healthy,132,132,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,41,0,103,103,1,113.0,113.0,middle,middle,113,113,0.9837962962962964,0.9837962962962964
lof,lof_k50,engine_balanced,0.975,41,0,106,106,1,110.0,110.0,middle,middle,110,110,0.9814814814814816,0.9814814814814816
lof,lof_k50,engine_balanced,0.975,41,0,120,121,2,96.0,95.0,middle,middle,96,95,0.9930555555555556,0.988425925925926
lof,lof_k50,engine_balanced,0.975,41,0,128,128,1,88.0,88.0,middle,middle,88,88,0.9907407407407408,0.9907407407407408
lof,lof_k50,engine_balanced,0.975,41,0,131,132,2,85.0,84.0,middle,middle,85,84,1.0,0.9930555555555556
lof,lof_k50,engine_balanced,0.975,41,0,139,141,3,77.0,75.0,middle,middle,77,75,0.9976851851851852,0.9938271604938271
lof,lof_k50,engine_balanced,0.975,41,0,144,216,73,72.0,0.0,middle,near_failure,72,0,1.0,0.999175545408422
lof,lof_k50,engine_balanced,0.975,45,0,45,45,1,113.0,113.0,middle,middle,113,113,0.976851851851852,0.976851851851852
lof,lof_k50,engine_balanced,0.975,45,0,47,47,1,111.0,111.0,middle,middle,111,111,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,45,0,53,53,1,105.0,105.0,middle,middle,105,105,0.976851851851852,0.976851851851852
lof,lof_k50,engine_balanced,0.975,45,0,65,65,1,93.0,93.0,middle,middle,93,93,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,45,0,70,70,1,88.0,88.0,middle,middle,88,88,0.976851851851852,0.976851851851852
lof,lof_k50,engine_balanced,0.975,45,0,77,77,1,81.0,81.0,middle,middle,81,81,0.9791666666666666,0.9791666666666666
lof,lof_k50,engine_balanced,0.975,45,0,83,83,1,75.0,75.0,middle,middle,75,75,0.976851851851852,0.976851851851852
lof,lof_k50,engine_balanced,0.975,45,0,87,87,1,71.0,71.0,middle,middle,71,71,0.9837962962962964,0.9837962962962964
lof,lof_k50,engine_balanced,0.975,45,0,91,91,1,67.0,67.0,middle,middle,67,67,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,45,0,97,100,4,61.0,58.0,middle,middle,61,58,0.9976851851851852,0.9901620370370371
lof,lof_k50,engine_balanced,0.975,45,0,103,104,2,55.0,54.0,middle,middle,55,54,0.9953703703703703,0.9907407407407407
lof,lof_k50,engine_balanced,0.975,45,0,106,106,1,52.0,52.0,middle,middle,52,52,0.9930555555555556,0.9930555555555556
lof,lof_k50,engine_balanced,0.975,45,0,108,108,1,50.0,50.0,middle,middle,50,50,0.9907407407407408,0.9907407407407408
lof,lof_k50,engine_balanced,0.975,45,0,110,111,2,48.0,47.0,middle,middle,48,47,0.9953703703703703,0.9907407407407407
lof,lof_k50,engine_balanced,0.975,45,0,113,114,2,45.0,44.0,middle,middle,45,44,1.0,0.9965277777777778
lof,lof_k50,engine_balanced,0.975,45,0,116,118,3,42.0,40.0,middle,middle,42,40,1.0,0.9969135802469137
lof,lof_k50,engine_balanced,0.975,45,0,120,124,5,38.0,34.0,middle,middle,38,34,1.0,0.9967592592592591
lof,lof_k50,engine_balanced,0.975,45,0,126,158,33,32.0,0.0,middle,near_failure,32,0,1.0,0.9997194163860831
lof,lof_k50,engine_balanced,0.975,46,0,64,64,1,192.0,192.0,healthy,healthy,192,192,0.9907407407407408,0.9907407407407408
lof,lof_k50,engine_balanced,0.975,46,0,74,74,1,182.0,182.0,healthy,healthy,182,182,0.9837962962962964,0.9837962962962964
lof,lof_k50,engine_balanced,0.975,46,0,111,111,1,145.0,145.0,healthy,healthy,145,145,0.9837962962962964,0.9837962962962964
lof,lof_k50,engine_balanced,0.975,46,0,121,121,1,135.0,135.0,healthy,healthy,135,135,0.9907407407407408,0.9907407407407408
lof,lof_k50,engine_balanced,0.975,46,0,174,174,1,82.0,82.0,middle,middle,82,82,0.976851851851852,0.976851851851852
lof,lof_k50,engine_balanced,0.975,46,0,193,193,1,63.0,63.0,middle,middle,63,63,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,46,0,197,197,1,59.0,59.0,middle,middle,59,59,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,46,0,203,203,1,53.0,53.0,middle,middle,53,53,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,46,0,209,209,1,47.0,47.0,middle,middle,47,47,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,46,0,211,211,1,45.0,45.0,middle,middle,45,45,0.9930555555555556,0.9930555555555556
lof,lof_k50,engine_balanced,0.975,46,0,217,221,5,39.0,35.0,middle,middle,39,35,1.0,0.9986111111111111
lof,lof_k50,engine_balanced,0.975,46,0,224,225,2,32.0,31.0,middle,middle,32,31,1.0,0.9976851851851851
lof,lof_k50,engine_balanced,0.975,46,0,227,256,30,29.0,0.0,near_failure,near_failure,29,0,1.0,0.9999228395061728
lof,lof_k50,engine_balanced,0.975,54,0,41,41,1,216.0,216.0,healthy,healthy,216,216,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,54,0,145,145,1,112.0,112.0,middle,middle,112,112,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,54,0,152,152,1,105.0,105.0,middle,middle,105,105,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,54,0,160,161,2,97.0,96.0,middle,middle,97,96,0.9930555555555556,0.9918981481481481
lof,lof_k50,engine_balanced,0.975,54,0,163,164,2,94.0,93.0,middle,middle,94,93,0.9861111111111112,0.9849537037037037
lof,lof_k50,engine_balanced,0.975,54,0,168,168,1,89.0,89.0,middle,middle,89,89,0.9976851851851852,0.9976851851851852
lof,lof_k50,engine_balanced,0.975,54,0,170,170,1,87.0,87.0,middle,middle,87,87,0.9907407407407408,0.9907407407407408
lof,lof_k50,engine_balanced,0.975,54,0,173,175,3,84.0,82.0,middle,middle,84,82,0.9976851851851852,0.9945987654320989
lof,lof_k50,engine_balanced,0.975,54,0,177,178,2,80.0,79.0,middle,middle,80,79,0.9907407407407408,0.9849537037037037
lof,lof_k50,engine_balanced,0.975,54,0,180,183,4,77.0,74.0,middle,middle,77,74,1.0,0.9982638888888888
lof,lof_k50,engine_balanced,0.975,54,0,185,257,73,72.0,0.0,middle,near_failure,72,0,1.0,0.9996194824961949
lof,lof_k50,engine_balanced,0.975,74,0,51,51,1,115.0,115.0,middle,middle,115,115,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,74,0,128,128,1,38.0,38.0,middle,middle,38,38,0.9907407407407408,0.9907407407407408
lof,lof_k50,engine_balanced,0.975,74,0,131,132,2,35.0,34.0,middle,middle,35,34,0.9861111111111112,0.9837962962962964
lof,lof_k50,engine_balanced,0.975,74,0,136,137,2,30.0,29.0,near_failure,near_failure,30,29,0.9907407407407408,0.988425925925926
lof,lof_k50,engine_balanced,0.975,74,0,140,143,4,26.0,23.0,near_failure,near_failure,26,23,1.0,0.9930555555555556
lof,lof_k50,engine_balanced,0.975,74,0,145,166,22,21.0,0.0,near_failure,near_failure,21,0,1.0,0.9995791245791246
lof,lof_k50,engine_balanced,0.975,77,0,23,23,1,131.0,131.0,healthy,healthy,131,131,1.0,1.0
lof,lof_k50,engine_balanced,0.975,77,0,35,35,1,119.0,119.0,middle,middle,119,119,0.9976851851851852,0.9976851851851852
lof,lof_k50,engine_balanced,0.975,77,0,61,61,1,93.0,93.0,middle,middle,93,93,0.9930555555555556,0.9930555555555556
lof,lof_k50,engine_balanced,0.975,77,0,80,80,1,74.0,74.0,middle,middle,74,74,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,77,0,95,95,1,59.0,59.0,middle,middle,59,59,0.9791666666666666,0.9791666666666666
lof,lof_k50,engine_balanced,0.975,77,0,99,99,1,55.0,55.0,middle,middle,55,55,0.9976851851851852,0.9976851851851852
lof,lof_k50,engine_balanced,0.975,77,0,105,105,1,49.0,49.0,middle,middle,49,49,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,77,0,107,107,1,47.0,47.0,middle,middle,47,47,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,77,0,113,113,1,41.0,41.0,middle,middle,41,41,0.9976851851851852,0.9976851851851852
lof,lof_k50,engine_balanced,0.975,77,0,115,115,1,39.0,39.0,middle,middle,39,39,0.9907407407407408,0.9907407407407408
lof,lof_k50,engine_balanced,0.975,77,0,117,118,2,37.0,36.0,middle,middle,37,36,0.9976851851851852,0.9976851851851852
lof,lof_k50,engine_balanced,0.975,77,0,120,120,1,34.0,34.0,middle,middle,34,34,0.976851851851852,0.976851851851852
lof,lof_k50,engine_balanced,0.975,77,0,122,122,1,32.0,32.0,middle,middle,32,32,0.9930555555555556,0.9930555555555556
lof,lof_k50,engine_balanced,0.975,77,0,124,125,2,30.0,29.0,near_failure,near_failure,30,29,1.0,0.9953703703703705
lof,lof_k50,engine_balanced,0.975,77,0,127,154,28,27.0,0.0,near_failure,near_failure,27,0,1.0,0.9996693121693122
lof,lof_k50,engine_balanced,0.975,78,0,37,37,1,194.0,194.0,healthy,healthy,194,194,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,78,0,80,80,1,151.0,151.0,healthy,healthy,151,151,0.9907407407407408,0.9907407407407408
lof,lof_k50,engine_balanced,0.975,78,0,134,134,1,97.0,97.0,middle,middle,97,97,0.9907407407407408,0.9907407407407408
lof,lof_k50,engine_balanced,0.975,78,0,167,167,1,64.0,64.0,middle,middle,64,64,0.9907407407407408,0.9907407407407408
lof,lof_k50,engine_balanced,0.975,78,0,173,173,1,58.0,58.0,middle,middle,58,58,0.9907407407407408,0.9907407407407408
lof,lof_k50,engine_balanced,0.975,78,0,180,181,2,51.0,50.0,middle,middle,51,50,0.9907407407407408,0.9907407407407408
lof,lof_k50,engine_balanced,0.975,78,0,184,184,1,47.0,47.0,middle,middle,47,47,0.9791666666666666,0.9791666666666666
lof,lof_k50,engine_balanced,0.975,78,0,187,188,2,44.0,43.0,middle,middle,44,43,0.9930555555555556,0.9895833333333334
lof,lof_k50,engine_balanced,0.975,78,0,190,191,2,41.0,40.0,middle,middle,41,40,0.9976851851851852,0.9918981481481481
lof,lof_k50,engine_balanced,0.975,78,0,193,193,1,38.0,38.0,middle,middle,38,38,0.9837962962962964,0.9837962962962964
lof,lof_k50,engine_balanced,0.975,78,0,195,231,37,36.0,0.0,middle,near_failure,36,0,1.0,0.9994369369369369
lof,lof_k50,engine_balanced,0.975,81,0,41,41,1,199.0,199.0,healthy,healthy,199,199,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,81,0,83,83,1,157.0,157.0,healthy,healthy,157,157,0.9907407407407408,0.9907407407407408
lof,lof_k50,engine_balanced,0.975,81,0,120,121,2,120.0,119.0,middle,middle,120,119,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,81,0,137,137,1,103.0,103.0,middle,middle,103,103,0.976851851851852,0.976851851851852
lof,lof_k50,engine_balanced,0.975,81,0,143,143,1,97.0,97.0,middle,middle,97,97,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,81,0,157,157,1,83.0,83.0,middle,middle,83,83,0.9791666666666666,0.9791666666666666
lof,lof_k50,engine_balanced,0.975,81,0,169,169,1,71.0,71.0,middle,middle,71,71,0.9791666666666666,0.9791666666666666
lof,lof_k50,engine_balanced,0.975,81,0,175,176,2,65.0,64.0,middle,middle,65,64,0.9976851851851852,0.9918981481481481
lof,lof_k50,engine_balanced,0.975,81,0,179,179,1,61.0,61.0,middle,middle,61,61,0.9930555555555556,0.9930555555555556
lof,lof_k50,engine_balanced,0.975,81,0,181,182,2,59.0,58.0,middle,middle,59,58,0.9930555555555556,0.988425925925926
lof,lof_k50,engine_balanced,0.975,81,0,185,187,3,55.0,53.0,middle,middle,55,53,1.0,0.9891975308641975
lof,lof_k50,engine_balanced,0.975,81,0,189,189,1,51.0,51.0,middle,middle,51,51,0.9907407407407408,0.9907407407407408
lof,lof_k50,engine_balanced,0.975,81,0,191,201,11,49.0,39.0,middle,middle,49,39,1.0,0.9983164983164983
lof,lof_k50,engine_balanced,0.975,81,0,203,240,38,37.0,0.0,middle,near_failure,37,0,1.0,1.0
lof,lof_k50,engine_balanced,0.975,89,0,17,17,1,200.0,200.0,healthy,healthy,200,200,0.9976851851851852,0.9976851851851852
lof,lof_k50,engine_balanced,0.975,89,0,35,35,1,182.0,182.0,healthy,healthy,182,182,0.9837962962962964,0.9837962962962964
lof,lof_k50,engine_balanced,0.975,89,0,47,47,1,170.0,170.0,healthy,healthy,170,170,0.9791666666666666,0.9791666666666666
lof,lof_k50,engine_balanced,0.975,89,0,113,113,1,104.0,104.0,middle,middle,104,104,0.9907407407407408,0.9907407407407408
lof,lof_k50,engine_balanced,0.975,89,0,173,173,1,44.0,44.0,middle,middle,44,44,0.9791666666666666,0.9791666666666666
lof,lof_k50,engine_balanced,0.975,89,0,175,176,2,42.0,41.0,middle,middle,42,41,0.9837962962962964,0.9814814814814815
lof,lof_k50,engine_balanced,0.975,89,0,178,178,1,39.0,39.0,middle,middle,39,39,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,89,0,181,217,37,36.0,0.0,middle,near_failure,36,0,1.0,0.9980605605605606
lof,lof_k50,engine_balanced,0.975,91,0,7,7,1,128.0,128.0,healthy,healthy,128,128,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,91,0,42,42,1,93.0,93.0,middle,middle,93,93,0.9976851851851852,0.9976851851851852
lof,lof_k50,engine_balanced,0.975,91,0,70,70,1,65.0,65.0,middle,middle,65,65,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,91,0,73,73,1,62.0,62.0,middle,middle,62,62,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,91,0,76,76,1,59.0,59.0,middle,middle,59,59,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,91,0,78,79,2,57.0,56.0,middle,middle,57,56,0.9976851851851852,0.9976851851851852
lof,lof_k50,engine_balanced,0.975,91,0,82,82,1,53.0,53.0,middle,middle,53,53,0.9861111111111112,0.9861111111111112
lof,lof_k50,engine_balanced,0.975,91,0,84,89,6,51.0,46.0,middle,middle,51,46,1.0,0.9953703703703702
lof,lof_k50,engine_balanced,0.975,91,0,91,135,45,44.0,0.0,middle,near_failure,44,0,1.0,0.999074074074074
lof,lof_k50,engine_balanced,0.99,1,0,152,152,1,40.0,40.0,middle,middle,40,40,0.9953703703703703,0.9953703703703703
lof,lof_k50,engine_balanced,0.99,1,0,156,156,1,36.0,36.0,middle,middle,36,36,0.9930555555555556,0.9930555555555556
lof,lof_k50,engine_balanced,0.99,1,0,160,160,1,32.0,32.0,middle,middle,32,32,1.0,1.0
lof,lof_k50,engine_balanced,0.99,1,0,162,192,31,30.0,0.0,near_failure,near_failure,30,0,1.0,0.9994772998805257
lof,lof_k50,engine_balanced,0.99,5,0,152,152,1,117.0,117.0,middle,middle,117,117,0.9976851851851852,0.9976851851851852
lof,lof_k50,engine_balanced,0.99,5,0,158,158,1,111.0,111.0,middle,middle,111,111,0.9953703703703703,0.9953703703703703
lof,lof_k50,engine_balanced,0.99,5,0,160,160,1,109.0,109.0,middle,middle,109,109,0.9976851851851852,0.9976851851851852
lof,lof_k50,engine_balanced,0.99,5,0,163,163,1,106.0,106.0,middle,middle,106,106,0.9907407407407408,0.9907407407407408
lof,lof_k50,engine_balanced,0.99,5,0,165,165,1,104.0,104.0,middle,middle,104,104,0.9930555555555556,0.9930555555555556
lof,lof_k50,engine_balanced,0.99,5,0,168,170,3,101.0,99.0,middle,middle,101,99,1.0,0.996141975308642
lof,lof_k50,engine_balanced,0.99,5,0,173,173,1,96.0,96.0,middle,middle,96,96,0.9976851851851852,0.9976851851851852
lof,lof_k50,engine_balanced,0.99,5,0,177,177,1,92.0,92.0,middle,middle,92,92,0.9930555555555556,0.9930555555555556
lof,lof_k50,engine_balanced,0.99,5,0,180,269,90,89.0,0.0,middle,near_failure,89,0,1.0,0.999485596707819
lof,lof_k50,engine_balanced,0.99,10,0,103,103,1,119.0,119.0,middle,middle,119,119,0.9907407407407408,0.9907407407407408
lof,lof_k50,engine_balanced,0.99,10,0,155,155,1,67.0,67.0,middle,middle,67,67,0.9907407407407408,0.9907407407407408
lof,lof_k50,engine_balanced,0.99,10,0,158,158,1,64.0,64.0,middle,middle,64,64,0.9953703703703703,0.9953703703703703
lof,lof_k50,engine_balanced,0.99,10,0,165,166,2,57.0,56.0,middle,middle,57,56,0.9930555555555556,0.9918981481481481
lof,lof_k50,engine_balanced,0.99,10,0,169,169,1,53.0,53.0,middle,middle,53,53,0.9953703703703703,0.9953703703703703
lof,lof_k50,engine_balanced,0.99,10,0,173,173,1,49.0,49.0,middle,middle,49,49,0.9976851851851852,0.9976851851851852
lof,lof_k50,engine_balanced,0.99,10,0,176,178,3,46.0,44.0,middle,middle,46,44,1.0,0.9984567901234568
lof,lof_k50,engine_balanced,0.99,10,0,180,180,1,42.0,42.0,middle,middle,42,42,0.9976851851851852,0.9976851851851852
lof,lof_k50,engine_balanced,0.99,10,0,182,222,41,40.0,0.0,middle,near_failure,40,0,1.0,0.9997741644083108
lof,lof_k50,engine_balanced,0.99,11,0,25,25,1,215.0,215.0,healthy,healthy,215,215,0.9976851851851852,0.9976851851851852
lof,lof_k50,engine_balanced,0.99,11,0,50,50,1,190.0,190.0,healthy,healthy,190,190,0.9930555555555556,0.9930555555555556
lof,lof_k50,engine_balanced,0.99,11,0,172,172,1,68.0,68.0,middle,middle,68,68,0.9907407407407408,0.9907407407407408
lof,lof_k50,engine_balanced,0.99,11,0,178,179,2,62.0,61.0,middle,middle,62,61,0.9976851851851852,0.994212962962963
lof,lof_k50,engine_balanced,0.99,11,0,181,184,4,59.0,56.0,middle,middle,59,56,1.0,0.9965277777777778
lof,lof_k50,engine_balanced,0.99,11,0,186,240,55,54.0,0.0,middle,near_failure,54,0,1.0,1.0
lof,lof_k50,engine_balanced,0.99,13,0,92,92,1,71.0,71.0,middle,middle,71,71,0.9907407407407408,0.9907407407407408
lof,lof_k50,engine_balanced,0.99,13,0,106,106,1,57.0,57.0,middle,middle,57,57,0.9930555555555556,0.9930555555555556
lof,lof_k50,engine_balanced,0.99,13,0,109,112,4,54.0,51.0,middle,middle,54,51,0.9976851851851852,0.9953703703703703
lof,lof_k50,engine_balanced,0.99,13,0,114,163,50,49.0,0.0,middle,near_failure,49,0,1.0,0.9992592592592593
lof,lof_k50,engine_balanced,0.99,16,0,7,7,1,202.0,202.0,healthy,healthy,202,202,0.9930555555555556,0.9930555555555556
lof,lof_k50,engine_balanced,0.99,16,0,83,83,1,126.0,126.0,healthy,healthy,126,126,0.9907407407407408,0.9907407407407408
lof,lof_k50,engine_balanced,0.99,16,0,105,105,1,104.0,104.0,middle,middle,104,104,0.9976851851851852,0.9976851851851852
